listing_id,make,model_year,mileage_km,city,condition_grade,photos_count,days_on_platform,listed_month,sale_price_sar
L01173,Mercedes,2010,249000,Jeddah,good,21,79,2024-02,48500
L01174,Ford,2015,205800,Madinah,excellent,17,44,2025-03,23100
L01175,Hyundai,2011,328700,Madinah,fair,20,60,2024-08,19100
L01176,Kia,2023,35900,Jeddah,excellent,23,16,2024-10,100100
L01177,Hyundai,2025,30900,Dammam,good,24,54,2024-05,80000
L01178,Mercedes,2024,53300,Dammam,fair,19,84,2025-04,160500
L01179,Hyundai,2009,354600,Riyadh,fair,22,53,2024-05,10800
L01180,Toyota,2011,296700,Dammam,good,12,52,2024-10,23600
L01181,Hyundai,2022,63300,Riyadh,good,13,29,2025-07,37400
L01182,Nissan,2010,308400,Madinah,good,3,12,2024-10,15400
L01183,Toyota,2022,117600,Riyadh,fair,11,29,2025-04,37900
L01184,Mazda,2021,109500,Makkah,good,7,22,2025-05,29300
L01185,Chevrolet,2009,310800,Madinah,excellent,23,17,2025-10,8000
L01186,Toyota,2017,104200,Riyadh,fair,8,26,2024-02,33200
L01187,Chevrolet,2012,212600,Riyadh,good,9,13,2024-02,13600
L01188,Toyota,2016,175600,Riyadh,excellent,8,27,2024-06,28600
L01189,Kia,2016,178800,Riyadh,good,17,7,2024-01,36700
L01190,Lexus,2008,281600,Makkah,good,23,38,2024-01,22200
L01191,Toyota,2015,233000,Jeddah,fair,4,88,2024-07,29100
L01192,Nissan,2014,271200,Jeddah,fair,17,19,2025-01,24300
L01193,Lexus,2015,156600,Jeddah,fair,18,82,2025-08,34100
L01194,Mercedes,2023,54900,Riyadh,good,5,86,2024-11,153300
L01195,BMW,2013,199500,Dammam,excellent,8,48,2024-09,56700
L01196,Toyota,2008,376500,Makkah,good,20,42,2025-03,8200
L01197,Ford,2014,254400,Madinah,good,15,31,2024-11,17000
L01198,Hyundai,2016,188500,Jeddah,excellent,17,78,2025-04,26400
L01199,Hyundai,2011,298500,Dammam,good,14,28,2025-04,16000
L01200,Ford,2021,87600,Madinah,good,10,64,2025-05,47700
L01201,Toyota,2025,30800,Riyadh,good,21,26,2025-08,58500
L01202,Toyota,2016,203800,Jeddah,good,3,18,2024-09,14200
L01203,Lexus,2013,266000,Jeddah,good,11,82,2024-03,53700
L01204,Hyundai,2021,118500,Madinah,good,22,88,2025-07,46600
L01205,Nissan,2022,71500,Jeddah,excellent,10,71,2025-07,68200
L01206,Kia,2012,272500,Makkah,good,12,34,2025-05,12000
L01207,Toyota,2020,81000,Makkah,excellent,5,84,2024-11,57900
L01208,Chevrolet,2022,85000,Jeddah,fair,5,82,2025-02,38800
L01209,Nissan,2008,316900,Dammam,fair,5,68,2024-08,9800
L01210,Nissan,2009,356700,Jeddah,excellent,16,88,2024-09,11000
L01211,Kia,2014,271600,Riyadh,excellent,6,19,2025-03,30900
L01212,Toyota,2015,227100,Jeddah,good,14,82,2025-04,22200
L01213,Ford,2018,115300,Dammam,good,17,65,2024-06,22300
L01214,Kia,2020,101200,Dammam,excellent,8,37,2024-07,32100
L01215,Hyundai,2025,18300,Dammam,excellent,9,70,2025-05,89000
L01216,Hyundai,2022,78100,Jeddah,fair,5,11,2024-05,68300
L01217,Toyota,2015,194100,Riyadh,fair,11,54,2025-10,15300
L01218,Chevrolet,2008,397100,Riyadh,good,3,39,2025-05,11300
L01219,Nissan,2015,248400,Riyadh,fair,10,58,2024-01,32600
L01220,Hyundai,2013,261400,Dammam,excellent,24,10,2024-09,23200
L01221,Mercedes,2012,236400,Dammam,good,17,33,2024-03,58300
L01222,Toyota,2017,166800,Riyadh,fair,13,69,2025-03,41100
L01223,Mercedes,2008,249000,Jeddah,fair,13,56,2024-02,27000
L01224,Hyundai,2016,184900,Jeddah,good,12,55,2025-06,18600
L01225,BMW,2018,144200,Jeddah,good,17,73,2024-02,58500
L01226,Toyota,2017,181400,Riyadh,fair,20,61,2024-08,23000
L01227,Toyota,2011,331300,Riyadh,excellent,3,23,2024-12,16300
L01228,Toyota,2009,359500,Riyadh,fair,18,49,2025-07,8000
L01229,Toyota,2008,339400,Dammam,good,14,39,2025-08,8000
L01230,Hyundai,2012,261800,Riyadh,good,6,29,2025-03,12800
L01231,Toyota,2013,296000,Madinah,excellent,24,74,2024-08,8000
L01232,Mercedes,2016,239000,Jeddah,excellent,17,14,2025-10,52600
L01233,Hyundai,2025,31800,Dammam,fair,23,25,2024-10,39200
L01234,Ford,2013,222900,Jeddah,good,5,40,2025-04,15600
L01235,Ford,2022,67000,Riyadh,fair,8,11,2025-07,49300
L01236,Chevrolet,2020,136900,Riyadh,excellent,18,33,2025-02,36700
L01237,Toyota,2024,22100,Jeddah,good,22,7,2024-12,66900
L01238,Ford,2023,68000,Jeddah,good,5,10,2024-08,88500
L01239,Hyundai,2024,53200,Riyadh,fair,20,3,2025-09,69000
L01240,Lexus,2019,160200,Riyadh,fair,15,24,2024-05,55800
L01241,Chevrolet,2024,48700,Riyadh,excellent,6,68,2024-03,58000
L01242,Mercedes,2024,22500,Dammam,excellent,16,39,2025-09,211100
L01243,Mercedes,2014,254700,Riyadh,good,7,58,2025-01,38400
L01244,Lexus,2022,84400,Riyadh,good,11,67,2024-07,186200
L01245,Toyota,2008,361300,Makkah,excellent,23,47,2024-06,8000
L01246,Hyundai,2008,314500,Riyadh,excellent,15,19,2025-10,8000
L01247,Hyundai,2022,69000,Madinah,good,15,53,2025-03,27900
L01248,Nissan,2018,123900,Dammam,good,6,27,2024-09,27900
L01249,Toyota,2012,297900,Riyadh,good,18,32,2024-03,14600
L01250,Lexus,2022,69700,Riyadh,fair,13,28,2025-03,95500
L01251,Chevrolet,2022,97000,Jeddah,good,19,85,2025-10,67200
L01252,Hyundai,2018,178100,Riyadh,good,15,85,2024-01,32300
L01253,Ford,2024,54900,Jeddah,good,18,51,2025-04,68200
L01254,Chevrolet,2019,155400,Madinah,good,14,7,2025-01,41400
L01255,Kia,2022,63800,Riyadh,excellent,6,77,2024-05,71500
L01256,Toyota,2022,90700,Dammam,fair,13,65,2025-04,44600
L01257,Toyota,2022,78600,Riyadh,good,6,43,2024-11,50200
L01258,Nissan,2018,143300,Riyadh,good,11,10,2024-12,32900
L01259,Nissan,2011,280000,Dammam,excellent,10,80,2024-02,9500
L01260,Toyota,2012,285800,Riyadh,good,20,0,2025-09,12200
L01261,Nissan,2009,289100,Makkah,good,14,22,2024-08,9100
L01262,Toyota,2013,234600,Makkah,good,13,86,2025-10,16700
L01263,Ford,2024,30400,Riyadh,good,9,24,2024-12,82900
L01264,Nissan,2008,344000,Riyadh,fair,22,32,2024-01,11000
L01265,Lexus,2024,46000,Jeddah,excellent,22,69,2025-09,141700
L01266,Hyundai,2023,38300,Riyadh,excellent,5,57,2025-10,63300
L01267,Mazda,2008,337000,Dammam,fair,22,42,2025-09,8000
L01268,Toyota,2024,23600,Riyadh,fair,23,31,2025-08,65200
L01269,Toyota,2014,198100,Jeddah,good,5,67,2024-03,14000
L01270,Toyota,2017,187900,Riyadh,excellent,9,68,2025-07,28800
L01271,Nissan,2014,232300,Jeddah,fair,19,14,2025-10,12000
L01272,Toyota,2013,218400,Dammam,good,23,76,2024-12,18200
L01273,Nissan,2014,247600,Jeddah,excellent,4,44,2025-04,24200
L01274,Kia,2017,223800,Jeddah,good,8,35,2025-01,34100
L01275,Nissan,2019,158600,Dammam,good,11,38,2024-06,22700
L01276,Chevrolet,2014,252400,Riyadh,good,22,19,2024-01,28400
L01277,Chevrolet,2019,125200,Dammam,fair,9,35,2025-07,39500
L01278,Toyota,2009,304700,Riyadh,good,11,47,2025-02,8000
L01279,Toyota,2014,278000,Riyadh,excellent,18,71,2025-05,17100
L01280,Hyundai,2012,281700,Riyadh,excellent,7,82,2024-12,14200
L01281,Toyota,2023,50300,Madinah,fair,23,68,2024-09,47500
L01282,Nissan,2009,288300,Dammam,fair,15,0,2024-04,8000
L01283,Toyota,2012,252500,Riyadh,good,6,85,2024-07,11400
L01284,Toyota,2013,265900,Dammam,fair,13,40,2024-07,15000
L01285,Kia,2020,156300,Dammam,good,24,26,2024-11,23500
L01286,Toyota,2016,192800,Riyadh,good,18,81,2024-08,17100
L01287,Ford,2015,221500,Jeddah,excellent,4,56,2024-03,16400
L01288,Toyota,2011,319600,Riyadh,good,9,77,2024-03,10900
L01289,Ford,2025,29800,Riyadh,good,7,33,2024-09,43700
L01290,Toyota,2014,212100,Madinah,excellent,17,34,2024-06,15800
L01291,Hyundai,2025,19800,Dammam,excellent,18,59,2025-03,47500
L01292,Toyota,2014,301600,Jeddah,good,11,75,2024-01,12300
L01293,Hyundai,2010,304300,Riyadh,good,22,77,2025-07,8000
L01294,Hyundai,2010,324500,Makkah,good,4,40,2024-12,8000
L01295,Toyota,2013,258500,Makkah,good,6,66,2024-10,18500
L01296,Toyota,2020,94900,Riyadh,fair,13,55,2025-08,41000
L01297,Mazda,2012,273500,Jeddah,good,10,40,2024-06,19700
L01298,Kia,2011,238000,Jeddah,good,15,41,2025-08,15100
L01299,Chevrolet,2012,287400,Riyadh,good,5,5,2025-07,14600
L01300,Kia,2011,281300,Madinah,good,14,69,2024-04,8000
L01301,Chevrolet,2023,25400,Makkah,good,17,82,2024-01,43600
L01302,Toyota,2014,279100,Dammam,good,6,1,2024-09,14700
L01303,BMW,2017,163700,Makkah,excellent,23,63,2025-03,117100
L01304,Lexus,2022,58600,Riyadh,excellent,7,0,2024-01,104700
L01305,Toyota,2011,229000,Makkah,good,24,45,2024-01,12400
L01306,Hyundai,2017,188700,Madinah,good,7,87,2024-08,31300
L01307,Hyundai,2020,104700,Jeddah,good,18,2,2025-01,47700
L01308,Kia,2012,244600,Dammam,good,8,5,2025-08,12100
L01309,Ford,2009,379800,Makkah,good,17,10,2024-08,9300
L01310,Toyota,2025,26400,Riyadh,good,11,87,2025-02,64900
L01311,Hyundai,2020,65700,Riyadh,fair,3,13,2024-12,71600
L01312,Toyota,2021,97500,Jeddah,fair,9,1,2024-12,24400
L01313,Kia,2008,355700,Dammam,good,10,8,2024-12,11400
L01314,Hyundai,2024,33500,Dammam,good,23,61,2025-01,50800
L01315,Lexus,2025,9600,Riyadh,excellent,11,86,2024-10,268300
L01316,Toyota,2019,107500,Dammam,excellent,12,21,2025-09,41700
L01317,Mercedes,2010,286600,Jeddah,good,22,80,2024-12,29900
L01318,Nissan,2018,195400,Jeddah,good,12,11,2025-06,21600
L01319,Toyota,2022,81200,Jeddah,good,19,57,2024-05,52600
L01320,Lexus,2017,191700,Dammam,good,20,82,2025-05,78700
L01321,Kia,2023,54200,Riyadh,good,13,22,2025-10,52900
L01322,Mazda,2025,12800,Riyadh,good,12,75,2025-02,50300
L01323,Chevrolet,2020,127700,Riyadh,good,17,64,2025-03,61200
L01324,Mercedes,2023,61100,Jeddah,excellent,14,49,2024-07,132500
L01325,Hyundai,2024,44800,Dammam,good,16,57,2025-03,59900
L01326,BMW,2015,268900,Jeddah,excellent,18,88,2025-02,40000
L01327,Toyota,2021,86400,Jeddah,good,5,40,2025-04,23200
L01328,Kia,2019,72700,Jeddah,good,22,52,2024-08,46500
L01329,Hyundai,2010,263400,Riyadh,fair,7,88,2024-08,8200
L01330,Mercedes,2024,53400,Jeddah,good,17,54,2025-07,149200
L01331,Mercedes,2011,318200,Jeddah,good,11,0,2024-12,27200
L01332,Toyota,2023,30900,Makkah,fair,10,84,2025-02,70600
L01333,Toyota,2008,362100,Dammam,good,5,64,2025-01,8000
L01334,Toyota,2014,236700,Makkah,good,15,62,2024-12,23800
L01335,Toyota,2024,30500,Riyadh,fair,19,71,2024-10,54400
L01336,BMW,2017,162800,Riyadh,good,16,57,2025-02,67300
L01337,Toyota,2020,130500,Riyadh,good,9,5,2025-08,49800
L01338,Ford,2023,73500,Jeddah,fair,18,88,2024-10,48400
L01339,Toyota,2009,318600,Makkah,good,7,18,2024-04,8000
L01340,Nissan,2010,268100,Jeddah,good,3,57,2025-06,11100
L01341,Toyota,2011,302900,Jeddah,good,9,64,2024-09,10400
L01342,Toyota,2021,150800,Jeddah,excellent,4,39,2024-09,44800
L01343,Kia,2016,188900,Riyadh,fair,15,53,2024-04,21600
L01344,Toyota,2013,238400,Jeddah,excellent,21,35,2024-02,24200
L01345,Lexus,2008,327500,Dammam,excellent,22,85,2024-09,28500
L01346,Toyota,2016,204200,Jeddah,good,17,33,2025-05,15500
L01347,Toyota,2023,53000,Dammam,good,8,4,2025-10,41300
L01348,BMW,2012,298800,Dammam,excellent,23,79,2025-09,38600
L01349,Ford,2011,286200,Riyadh,good,19,30,2025-08,17400
L01350,Kia,2025,24300,Riyadh,good,7,41,2024-03,72500
L01351,BMW,2015,213000,Riyadh,good,12,63,2024-02,32600
L01352,Toyota,2024,25600,Riyadh,fair,16,69,2025-04,50100
L01353,Hyundai,2020,106100,Riyadh,good,23,73,2025-05,44700
L01354,Hyundai,2010,319000,Makkah,good,11,7,2024-10,10000
L01355,Nissan,2017,121900,Jeddah,excellent,5,43,2025-09,37900
L01356,Hyundai,2023,66300,Riyadh,excellent,3,51,2025-03,76400
L01357,Lexus,2023,47000,Jeddah,good,4,2,2024-12,121500
L01358,Hyundai,2025,29500,Jeddah,excellent,10,3,2025-09,75500
L01359,Nissan,2022,54300,Makkah,excellent,5,69,2024-07,43800
L01360,Ford,2015,184900,Riyadh,fair,20,27,2025-07,23600
L01361,Kia,2009,342100,Riyadh,good,20,60,2025-07,8000
L01362,Toyota,2018,161500,Dammam,good,7,67,2025-10,38900
L01363,Nissan,2009,338200,Madinah,excellent,17,77,2025-06,9300
L01364,Nissan,2024,59200,Dammam,good,16,62,2025-03,38000
L01365,Toyota,2015,215600,Jeddah,excellent,23,56,2025-10,21000
L01366,Toyota,2024,35600,Riyadh,excellent,8,15,2025-06,48400
L01367,Hyundai,2022,85900,Madinah,fair,5,44,2024-12,44900
L01368,Hyundai,2010,331700,Dammam,good,4,60,2025-03,19200
L01369,Toyota,2020,91200,Riyadh,good,11,41,2025-10,45300
L01370,Hyundai,2014,264000,Madinah,good,16,53,2024-12,15600
L01371,Nissan,2014,172400,Riyadh,good,4,20,2025-06,22500
L01372,Toyota,2010,276200,Riyadh,good,15,74,2025-04,10200
L01373,Hyundai,2018,194300,Jeddah,excellent,10,40,2025-05,26600
L01374,Toyota,2012,319900,Jeddah,excellent,6,87,2024-01,21100
L01375,Mercedes,2018,146700,Riyadh,fair,21,80,2024-03,105000
L01376,Kia,2023,49000,Riyadh,fair,5,26,2025-07,71200
L01377,Kia,2023,86500,Jeddah,good,11,65,2024-01,46300
L01378,Nissan,2015,196300,Dammam,excellent,7,57,2025-01,18100
L01379,BMW,2020,86400,Dammam,good,19,17,2024-12,127000
L01380,Hyundai,2009,286600,Dammam,good,4,71,2024-09,8800
L01381,Kia,2023,61000,Jeddah,good,11,56,2025-02,38700
L01382,Hyundai,2014,188600,Jeddah,fair,14,23,2025-06,23800
L01383,Hyundai,2017,182400,Riyadh,excellent,24,25,2025-09,27100
L01384,Chevrolet,2017,193700,Madinah,excellent,15,13,2024-04,26400
L01385,Toyota,2011,279800,Jeddah,good,19,83,2024-09,9100
L01386,Mazda,2020,80000,Riyadh,good,21,20,2025-02,30900
L01387,Hyundai,2025,36100,Riyadh,good,4,74,2024-12,69100
L01388,Ford,2014,198400,Dammam,excellent,21,63,2024-11,18900
L01389,Mercedes,2015,217800,Jeddah,good,20,69,2024-02,53700
L01390,Toyota,2009,306800,Riyadh,excellent,11,34,2025-03,10600
L01391,Mercedes,2013,243700,Jeddah,fair,6,45,2025-01,53500
L01392,Hyundai,2025,24300,Riyadh,good,13,26,2025-07,35500
L01393,Kia,2022,84100,Jeddah,fair,15,63,2025-08,75100
L01394,Ford,2010,323600,Madinah,excellent,14,21,2025-03,8000
L01395,Mercedes,2012,307500,Dammam,excellent,14,2,2024-09,41300
L01396,Ford,2020,98400,Riyadh,fair,6,15,2025-04,36600
L01397,Kia,2018,129800,Jeddah,fair,15,15,2024-07,53900
L01398,Hyundai,2013,238700,Riyadh,excellent,14,40,2024-10,18300
L01399,Hyundai,2014,262800,Riyadh,good,22,21,2024-02,21500
L01400,Toyota,2017,164200,Riyadh,excellent,16,75,2024-05,30500
L01401,Mazda,2010,327100,Riyadh,good,17,38,2024-10,11700
L01402,Toyota,2020,120100,Madinah,good,17,53,2024-03,44700
L01403,Kia,2011,269500,Madinah,good,14,15,2024-07,12700
L01404,Nissan,2019,146200,Makkah,excellent,11,60,2025-02,51400
L01405,Hyundai,2019,141600,Jeddah,excellent,19,39,2024-10,50200
L01406,Mercedes,2014,276800,Madinah,good,21,0,2024-04,66600
L01407,Chevrolet,2018,167700,Dammam,good,13,70,2025-04,37000
L01408,Kia,2011,279100,Riyadh,excellent,5,80,2024-02,13600
L01409,Nissan,2013,250200,Madinah,good,5,21,2025-09,12900
L01410,Chevrolet,2011,254600,Jeddah,fair,8,75,2025-07,9100
L01411,Hyundai,2020,136600,Dammam,good,4,68,2025-09,50800
L01412,Mercedes,2019,90000,Riyadh,good,15,81,2025-05,92500
L01413,BMW,2021,72800,Makkah,excellent,18,16,2024-12,94400
L01414,Chevrolet,2015,192900,Riyadh,fair,19,19,2025-03,20900
L01415,Mercedes,2023,76700,Riyadh,good,12,10,2024-12,127000
L01416,Ford,2020,129300,Dammam,excellent,4,30,2025-05,29700
L01417,Toyota,2018,177200,Madinah,fair,13,47,2025-04,19700
L01418,Ford,2015,145700,Riyadh,excellent,19,42,2024-10,27500
L01419,Hyundai,2017,195200,Madinah,good,12,82,2025-04,28300
L01420,Nissan,2013,269800,Riyadh,fair,17,78,2025-06,20700
L01421,Toyota,2013,238400,Riyadh,good,17,21,2024-02,15200
L01422,BMW,2011,292500,Riyadh,fair,9,66,2025-03,53300
L01423,Nissan,2009,343800,Jeddah,good,22,62,2024-06,10000
L01424,Nissan,2011,304600,Riyadh,excellent,19,80,2025-01,9500
L01425,Hyundai,2012,288400,Riyadh,good,17,24,2025-10,8100
L01426,Toyota,2022,88700,Jeddah,good,24,74,2025-07,61900
L01427,Toyota,2015,191200,Makkah,excellent,21,49,2024-12,12700
L01428,Ford,2008,318200,Makkah,good,5,19,2024-09,8700
L01429,Hyundai,2010,330800,Riyadh,good,16,61,2025-06,15300
L01430,Hyundai,2010,336600,Jeddah,good,10,48,2024-08,17000
L01431,Ford,2025,18600,Dammam,good,6,28,2024-03,115300
L01432,Toyota,2008,317100,Dammam,good,10,15,2025-04,8000
L01433,Hyundai,2017,144500,Riyadh,excellent,23,25,2025-01,30800
L01434,Kia,2019,168900,Riyadh,fair,16,10,2025-02,19800
L01435,Hyundai,2018,132200,Jeddah,good,15,79,2025-01,27300
L01436,Toyota,2009,328000,Makkah,excellent,20,44,2024-06,9800
L01437,Chevrolet,2015,192200,Riyadh,fair,11,30,2025-10,21200
L01438,Ford,2019,130200,Madinah,excellent,14,57,2025-04,37500
L01439,Toyota,2016,234600,Riyadh,good,4,33,2025-05,27500
L01440,Nissan,2024,14800,Dammam,excellent,20,65,2024-05,89400
L01441,Nissan,2010,290000,Makkah,excellent,16,35,2024-09,9400
L01442,Toyota,2009,341500,Jeddah,good,18,15,2025-10,8400
L01443,Kia,2024,18600,Riyadh,good,18,14,2024-02,48200
L01444,Mazda,2014,213500,Jeddah,good,11,41,2025-05,19600
L01445,Mercedes,2022,79600,Jeddah,excellent,8,71,2025-03,156200
L01446,Kia,2015,191800,Riyadh,excellent,8,46,2025-08,27800
L01447,Hyundai,2009,331100,Riyadh,fair,23,88,2025-05,10800
L01448,Toyota,2014,205300,Dammam,fair,14,37,2024-11,18800
L01449,Ford,2019,98200,Makkah,fair,22,33,2024-07,28100
L01450,Mercedes,2024,41300,Jeddah,fair,13,78,2024-05,289700
L01451,Toyota,2024,60800,Riyadh,excellent,23,17,2025-05,59300
L01452,Ford,2024,36800,Riyadh,good,5,72,2025-01,90600
L01453,Toyota,2025,6600,Riyadh,good,9,53,2024-07,72200
L01454,Nissan,2014,201400,Dammam,good,12,8,2024-07,18000
L01455,Nissan,2016,235000,Jeddah,fair,6,14,2024-08,16600
L01456,Toyota,2022,108500,Dammam,good,8,40,2025-01,51800
L01457,Kia,2015,197700,Makkah,good,23,41,2025-01,20400
L01458,Toyota,2025,25700,Madinah,excellent,8,6,2024-11,84700
L01459,Mercedes,2016,187100,Jeddah,fair,4,53,2024-03,92700
L01460,Kia,2024,37000,Madinah,fair,8,88,2024-01,71100
L01461,Toyota,2020,117800,Dammam,good,8,89,2024-03,44800
L01462,Kia,2009,319200,Riyadh,good,8,56,2024-06,10400
L01463,Mazda,2021,73300,Riyadh,excellent,6,72,2024-09,50600
L01464,Toyota,2023,54900,Makkah,excellent,13,72,2024-03,44000
L01465,Ford,2012,277300,Riyadh,excellent,15,22,2024-10,27900
L01466,Toyota,2023,45200,Riyadh,good,18,82,2024-11,42700
L01467,Lexus,2022,86900,Dammam,good,11,0,2025-01,115700
L01468,Chevrolet,2018,145100,Jeddah,excellent,3,71,2025-03,26200
L01469,BMW,2017,155100,Dammam,excellent,10,7,2025-10,73400
L01470,Hyundai,2008,389400,Jeddah,fair,6,25,2025-09,9600
L01471,Hyundai,2011,334200,Jeddah,excellent,15,36,2024-05,10200
L01472,BMW,2014,208100,Riyadh,good,10,3,2025-08,33700
L01473,Nissan,2021,105400,Riyadh,fair,13,47,2025-06,28600
L01474,Hyundai,2025,2300,Jeddah,excellent,23,64,2025-03,51600
L01475,Nissan,2010,311100,Riyadh,excellent,9,89,2024-12,14600
L01476,Toyota,2016,180800,Jeddah,excellent,15,64,2024-04,23900
L01477,Hyundai,2019,117000,Riyadh,good,9,65,2024-09,51200
L01478,Lexus,2023,58600,Riyadh,good,11,61,2024-12,233000
L01479,Toyota,2022,89100,Riyadh,fair,6,10,2024-02,66700
L01480,Toyota,2009,396100,Dammam,excellent,8,67,2025-01,10800
L01481,Toyota,2012,258100,Riyadh,good,3,63,2025-04,12400
L01482,Kia,2014,234400,Riyadh,good,14,83,2024-02,19200
L01483,BMW,2014,197800,Riyadh,excellent,6,32,2025-07,51600
L01484,Mercedes,2009,336000,Jeddah,fair,11,69,2025-05,25300
L01485,Toyota,2013,269000,Jeddah,good,11,0,2025-02,15100
L01486,Toyota,2013,198000,Makkah,excellent,3,24,2024-05,22900
L01487,Hyundai,2017,164600,Riyadh,good,6,57,2025-03,36200
L01488,Toyota,2024,49300,Jeddah,good,19,44,2025-02,56900
L01489,BMW,2024,53100,Riyadh,excellent,8,47,2025-06,254100
L01490,Nissan,2019,162200,Riyadh,good,7,5,2024-09,47100
L01491,Nissan,2016,192100,Dammam,good,7,65,2024-02,22900
L01492,Toyota,2023,79000,Dammam,good,14,88,2024-05,55400
L01493,Lexus,2018,180200,Riyadh,excellent,13,87,2025-03,100300
L01494,Mercedes,2012,298800,Makkah,good,8,75,2024-11,47500
L01495,Lexus,2025,500,Riyadh,fair,16,1,2024-01,166200
L01496,Hyundai,2011,255200,Jeddah,excellent,10,7,2024-08,18400
L01497,Kia,2012,326500,Jeddah,good,10,0,2025-10,14500
L01498,Hyundai,2021,104300,Riyadh,good,14,5,2024-11,44800
L01499,Chevrolet,2009,295900,Riyadh,excellent,21,21,2025-01,11500
L01500,Nissan,2020,140600,Dammam,excellent,11,22,2024-09,44900
L01501,BMW,2024,42700,Riyadh,good,23,33,2025-03,124200
L01502,Toyota,2022,86200,Riyadh,excellent,3,71,2025-07,46800
L01503,Toyota,2015,184100,Riyadh,good,12,48,2024-10,19800
L01504,Nissan,2023,24900,Dammam,excellent,3,86,2025-04,47300
L01505,Toyota,2011,341600,Jeddah,good,13,15,2025-08,12600
L01506,Mazda,2010,285300,Dammam,excellent,6,76,2025-07,14000
L01507,Chevrolet,2021,117600,Riyadh,excellent,6,82,2025-05,36300
L01508,Hyundai,2024,22200,Riyadh,excellent,24,18,2024-03,100800
L01509,Lexus,2022,70400,Jeddah,good,12,46,2025-05,97100
L01510,Toyota,2014,221300,Dammam,excellent,7,40,2025-05,20400
L01511,Mercedes,2008,332400,Jeddah,good,5,75,2024-09,17900
L01512,Chevrolet,2015,173000,Dammam,excellent,4,70,2024-05,23100
L01513,Toyota,2012,211000,Riyadh,good,15,83,2024-10,14700
L01514,Toyota,2011,321800,Riyadh,excellent,8,77,2025-06,10900
L01515,Hyundai,2024,38200,Dammam,fair,9,2,2024-02,63200
L01516,BMW,2008,369200,Jeddah,good,10,48,2025-10,37900
L01517,Toyota,2017,175300,Riyadh,good,9,68,2024-01,38200
L01518,Hyundai,2025,18900,Riyadh,excellent,18,10,2024-12,65000
L01519,Nissan,2025,5900,Jeddah,excellent,16,55,2025-06,62300
L01520,Nissan,2025,13600,Riyadh,good,9,4,2024-04,49900
L01521,Ford,2025,21600,Riyadh,excellent,12,43,2024-06,73100
L01522,Hyundai,2023,42000,Jeddah,fair,22,25,2025-10,64400
L01523,Kia,2013,219100,Jeddah,excellent,10,75,2024-12,17400
L01524,Mercedes,2021,111800,Jeddah,fair,7,2,2025-09,80500
L01525,Hyundai,2024,10000,Riyadh,good,4,78,2025-04,74300
L01526,BMW,2021,117500,Jeddah,fair,6,44,2025-04,147300
L01527,Kia,2009,321000,Makkah,good,10,11,2024-10,9800
L01528,Hyundai,2009,316100,Riyadh,excellent,18,8,2024-05,9100
L01529,Mercedes,2010,367500,Dammam,fair,15,79,2025-10,34800
L01530,Toyota,2008,408300,Dammam,excellent,21,66,2025-08,11800
L01531,Mercedes,2009,362900,Riyadh,fair,14,22,2024-04,32300
L01532,Mercedes,2012,284800,Jeddah,fair,18,83,2025-05,29200
L01533,Mercedes,2016,204600,Riyadh,good,6,49,2024-11,49000
L01534,BMW,2019,115700,Jeddah,good,5,29,2024-12,95800
L01535,Toyota,2023,62600,Dammam,fair,12,86,2025-09,43200
L01536,Toyota,2018,149900,Riyadh,good,19,76,2024-05,34600
L01537,Toyota,2012,256100,Riyadh,good,17,86,2024-04,26100
L01538,Kia,2014,235300,Dammam,excellent,7,2,2024-06,12300
L01539,Kia,2016,180300,Riyadh,good,16,89,2024-04,38900
L01540,Kia,2010,358900,Jeddah,good,8,3,2024-06,8000
L01541,Chevrolet,2014,204200,Jeddah,excellent,4,4,2024-10,15200
L01542,Toyota,2023,42400,Jeddah,good,24,7,2024-12,62100
L01543,Ford,2020,113300,Riyadh,excellent,21,87,2024-06,38100
L01544,Kia,2019,112100,Riyadh,good,22,28,2024-10,37000
L01545,Hyundai,2009,318300,Jeddah,good,10,28,2024-04,10800
L01546,Toyota,2016,209900,Riyadh,excellent,23,21,2024-06,18300
L01547,Toyota,2023,50400,Dammam,fair,16,38,2025-09,65200
L01548,Hyundai,2024,49700,Riyadh,good,13,58,2025-10,89800
L01549,Lexus,2015,214300,Riyadh,good,9,61,2025-07,49800
L01550,BMW,2011,295800,Jeddah,fair,14,85,2025-03,26700
L01551,Hyundai,2010,253500,Riyadh,good,3,24,2024-03,8000
L01552,Kia,2025,11900,Makkah,excellent,24,4,2024-08,93800
L01553,Nissan,2009,325600,Dammam,good,19,35,2024-11,10000
L01554,Toyota,2020,101000,Riyadh,fair,20,75,2025-03,37100
L01555,Mazda,2024,36600,Riyadh,excellent,16,52,2025-08,72600
L01556,Toyota,2012,259700,Riyadh,excellent,6,77,2024-10,9400
L01557,Toyota,2013,255300,Jeddah,fair,18,41,2024-10,18900
L01558,Toyota,2019,127900,Dammam,fair,6,0,2024-01,36900
L01559,Mercedes,2021,118500,Jeddah,good,17,73,2024-01,97800
L01560,Kia,2014,222700,Riyadh,fair,21,71,2025-10,16600
L01561,Hyundai,2013,223400,Riyadh,good,16,53,2024-12,12700
L01562,Mercedes,2008,273400,Dammam,good,17,69,2024-04,27400
L01563,Kia,2019,124800,Riyadh,good,9,89,2025-10,34300
