request_id,district,category,hour_of_day,day_of_week,month,is_ramadan,resolution_hours
R008782,district_04,encroachment,18,Thu,4,0,15.3
R008783,district_20,waste,15,Sat,4,0,107.0
R008784,district_21,waste,1,Sun,2,0,119.1
R008785,district_07,encroachment,22,Wed,11,0,60.8
R008786,district_02,encroachment,17,Tue,12,0,6.7
R008787,district_21,waste,20,Fri,1,0,98.7
R008788,district_01,lighting,9,Thu,8,0,79.7
R008789,district_18,encroachment,7,Tue,11,0,88.3
R008790,district_21,encroachment,6,Sat,5,0,37.7
R008791,district_10,road_damage,8,Sat,4,0,53.8
R008792,district_21,encroachment,20,Tue,9,0,105.5
R008793,district_03,waste,14,Thu,3,0,169.8
R008794,district_02,waste,13,Fri,3,0,66.3
R008795,district_18,encroachment,11,Wed,12,0,217.6
R008796,district_22,lighting,11,Sun,11,0,87.9
R008797,district_12,encroachment,5,Wed,12,0,45.4
R008798,district_05,lighting,4,Fri,2,0,46.9
R008799,district_12,waste,2,Fri,8,1,98.4
R008800,district_08,waste,7,Sat,5,0,27.7
R008801,district_09,road_damage,5,Wed,10,0,53.3
R008802,district_04,encroachment,0,Mon,8,0,55.2
R008803,district_15,lighting,15,Thu,4,0,55.7
R008804,district_06,lighting,20,Sat,2,0,97.1
R008805,district_01,waste,5,Tue,12,0,3.0
R008806,district_21,encroachment,16,Fri,4,0,17.3
R008807,district_05,lighting,15,Sun,1,0,37.9
R008808,district_13,waste,20,Wed,4,0,44.4
R008809,district_21,flooding,8,Thu,9,0,81.3
R008810,district_01,waste,20,Thu,11,0,76.3
R008811,district_22,encroachment,1,Mon,11,0,38.6
R008812,district_17,road_damage,1,Fri,10,0,26.1
R008813,district_11,road_damage,13,Wed,3,0,42.9
R008814,district_11,road_damage,12,Thu,12,1,96.9
R008815,district_04,road_damage,14,Tue,5,0,120.9
R008816,district_10,road_damage,0,Tue,6,0,19.2
R008817,district_19,waste,0,Mon,3,0,73.6
R008818,district_10,waste,0,Tue,4,0,38.4
R008819,district_10,lighting,12,Mon,7,0,56.0
R008820,district_21,flooding,3,Wed,10,0,43.3
R008821,district_14,waste,6,Sat,10,1,22.1
R008822,district_02,encroachment,5,Sat,2,1,32.1
R008823,district_12,road_damage,20,Tue,5,0,14.7
R008824,district_23,road_damage,14,Mon,3,0,15.9
R008825,district_08,waste,0,Sun,11,1,14.7
R008826,district_10,flooding,8,Sun,5,0,110.8
R008827,district_20,lighting,21,Sat,3,1,46.6
R008828,district_10,flooding,8,Wed,12,0,78.9
R008829,district_04,lighting,7,Sat,1,0,54.1
R008830,district_21,waste,20,Fri,9,1,204.1
R008831,district_09,waste,22,Thu,9,0,24.5
R008832,district_16,waste,11,Tue,6,0,156.2
R008833,district_03,road_damage,19,Wed,3,0,167.3
R008834,district_08,flooding,13,Sat,4,0,33.8
R008835,district_14,flooding,8,Wed,2,0,119.6
R008836,district_20,flooding,9,Sun,12,0,49.9
R008837,district_22,flooding,20,Sun,8,0,48.6
R008838,district_06,flooding,7,Wed,1,0,94.1
R008839,district_03,waste,13,Wed,8,0,165.8
R008840,district_03,waste,17,Fri,2,0,27.4
R008841,district_16,flooding,19,Wed,10,0,108.6
R008842,district_13,flooding,12,Mon,11,0,61.6
R008843,district_11,lighting,14,Sat,9,0,13.4
R008844,district_19,flooding,22,Sun,4,0,28.1
R008845,district_08,road_damage,11,Tue,5,0,69.9
R008846,district_19,road_damage,4,Tue,3,0,68.0
R008847,district_24,road_damage,21,Sun,5,0,21.7
R008848,district_18,flooding,0,Mon,2,0,122.9
R008849,district_02,encroachment,15,Wed,5,0,34.3
R008850,district_04,waste,20,Fri,6,0,81.7
R008851,district_04,waste,9,Thu,8,0,70.6
R008852,district_09,waste,20,Sun,7,0,29.4
R008853,district_14,flooding,19,Sat,2,1,31.1
R008854,district_07,road_damage,17,Tue,10,1,42.6
R008855,district_03,encroachment,1,Thu,7,0,55.3
R008856,district_10,road_damage,17,Tue,4,0,29.0
R008857,district_17,lighting,18,Fri,3,1,31.0
R008858,district_06,waste,10,Wed,4,0,18.3
R008859,district_10,flooding,12,Thu,10,0,15.3
R008860,district_21,waste,12,Thu,7,0,59.3
R008861,district_11,lighting,4,Thu,1,0,78.8
R008862,district_02,encroachment,15,Tue,7,0,66.9
R008863,district_14,waste,12,Mon,9,0,9.5
R008864,district_09,encroachment,5,Mon,4,0,14.5
R008865,district_09,encroachment,9,Fri,6,1,84.8
R008866,district_03,waste,19,Sun,12,0,62.4
R008867,district_16,waste,7,Thu,10,0,27.8
R008868,district_17,lighting,9,Fri,11,0,64.4
R008869,district_18,waste,19,Tue,10,0,54.8
R008870,district_21,encroachment,18,Fri,7,0,152.1
R008871,district_02,encroachment,19,Fri,8,0,91.2
R008872,district_07,encroachment,14,Thu,7,1,23.3
R008873,district_13,road_damage,5,Sat,4,0,44.6
R008874,district_24,encroachment,10,Fri,9,0,115.8
R008875,district_16,flooding,20,Mon,3,0,109.5
R008876,district_06,waste,19,Sun,3,0,66.8
R008877,district_21,road_damage,1,Sat,6,0,45.0
R008878,district_03,road_damage,23,Mon,2,0,22.1
R008879,district_07,waste,12,Tue,4,0,7.3
R008880,district_03,road_damage,19,Sat,12,0,72.8
R008881,district_04,encroachment,9,Sun,10,0,67.0
R008882,district_07,waste,12,Mon,12,1,39.1
R008883,district_22,road_damage,2,Tue,10,0,40.4
R008884,district_22,lighting,21,Wed,3,1,10.0
R008885,district_03,encroachment,4,Sun,4,0,65.6
R008886,district_22,road_damage,1,Wed,8,0,86.2
R008887,district_21,waste,4,Thu,6,0,51.7
R008888,district_02,encroachment,21,Fri,1,1,53.3
R008889,district_07,road_damage,4,Tue,8,0,76.6
R008890,district_11,encroachment,19,Thu,11,0,59.4
R008891,district_11,road_damage,16,Sun,4,0,68.2
R008892,district_16,waste,14,Tue,8,0,59.7
R008893,district_12,waste,0,Sat,8,0,106.4
R008894,district_18,road_damage,5,Sun,3,0,105.4
R008895,district_01,waste,9,Sun,1,0,15.9
R008896,district_13,waste,20,Tue,6,0,129.2
R008897,district_08,road_damage,15,Sun,4,0,47.6
R008898,district_19,road_damage,18,Tue,10,0,62.0
R008899,district_22,waste,16,Sun,2,0,22.6
R008900,district_11,waste,23,Sat,4,0,56.5
R008901,district_14,road_damage,17,Sat,11,0,54.6
R008902,district_05,lighting,2,Sun,6,0,31.4
R008903,district_18,road_damage,23,Thu,12,1,45.2
R008904,district_19,lighting,22,Thu,5,0,62.1
R008905,district_12,road_damage,7,Wed,1,0,176.1
R008906,district_15,lighting,15,Thu,4,0,61.8
R008907,district_19,lighting,9,Sun,7,1,29.9
R008908,district_05,encroachment,20,Sat,5,0,55.2
R008909,district_24,encroachment,12,Tue,9,0,9.7
R008910,district_22,waste,7,Tue,1,0,83.3
R008911,district_21,road_damage,23,Fri,6,0,106.4
R008912,district_22,lighting,8,Fri,2,0,39.6
R008913,district_07,lighting,19,Sat,7,0,13.0
R008914,district_21,flooding,23,Sat,1,0,109.2
R008915,district_04,encroachment,6,Fri,1,0,78.1
R008916,district_05,waste,2,Thu,8,0,82.3
R008917,district_23,road_damage,15,Thu,1,1,33.3
R008918,district_06,waste,13,Tue,11,0,100.7
R008919,district_18,waste,22,Sat,9,0,70.3
R008920,district_14,flooding,14,Sat,2,1,24.8
R008921,district_16,lighting,18,Fri,7,0,4.8
R008922,district_14,encroachment,12,Tue,12,0,110.8
R008923,district_09,road_damage,3,Sat,8,0,23.6
R008924,district_17,waste,2,Wed,7,0,59.0
R008925,district_01,lighting,5,Sat,1,0,75.2
R008926,district_17,flooding,17,Sun,4,1,44.6
R008927,district_23,encroachment,23,Sun,1,0,87.2
R008928,district_10,flooding,1,Tue,8,0,113.4
R008929,district_11,waste,11,Tue,6,0,206.7
R008930,district_24,waste,0,Fri,9,1,85.6
R008931,district_14,waste,0,Tue,9,0,71.7
R008932,district_13,flooding,15,Tue,11,0,100.7
R008933,district_15,waste,18,Mon,6,0,33.7
R008934,district_07,road_damage,20,Sat,11,0,30.4
R008935,district_06,waste,6,Wed,4,0,41.6
R008936,district_06,waste,14,Wed,5,0,14.1
R008937,district_07,encroachment,13,Mon,10,0,8.9
R008938,district_14,road_damage,16,Thu,7,0,44.4
R008939,district_08,flooding,16,Thu,11,0,103.7
R008940,district_19,lighting,7,Tue,4,0,24.8
R008941,district_05,waste,3,Wed,1,0,32.5
R008942,district_23,waste,14,Sat,6,0,46.7
R008943,district_20,road_damage,21,Sat,2,0,49.3
R008944,district_14,lighting,8,Wed,4,0,21.4
R008945,district_14,lighting,2,Sun,3,0,62.7
R008946,district_05,waste,13,Sun,5,0,15.0
R008947,district_16,road_damage,18,Thu,8,1,49.8
R008948,district_19,road_damage,15,Tue,12,0,79.7
R008949,district_19,waste,6,Thu,7,0,44.0
R008950,district_12,road_damage,18,Wed,8,0,37.3
R008951,district_02,road_damage,12,Wed,6,0,22.9
R008952,district_18,lighting,4,Sat,9,0,17.1
R008953,district_21,lighting,6,Mon,9,0,99.2
R008954,district_11,road_damage,8,Sat,7,0,73.9
R008955,district_03,lighting,23,Sun,8,0,21.6
R008956,district_06,road_damage,17,Sun,5,0,31.1
R008957,district_24,waste,6,Thu,5,0,39.1
R008958,district_08,road_damage,16,Sun,3,0,35.5
R008959,district_01,waste,0,Thu,6,0,75.4
R008960,district_23,road_damage,9,Mon,11,0,67.4
R008961,district_19,road_damage,15,Sun,3,0,94.9
R008962,district_08,flooding,20,Tue,8,1,38.3
R008963,district_14,waste,7,Thu,4,1,60.6
R008964,district_09,flooding,21,Mon,8,0,102.4
R008965,district_06,encroachment,23,Thu,10,0,31.5
R008966,district_15,lighting,5,Thu,5,0,39.8
R008967,district_10,waste,2,Sun,4,0,26.9
R008968,district_05,encroachment,0,Tue,6,0,14.8
R008969,district_01,waste,16,Sat,5,0,23.7
R008970,district_17,flooding,20,Sat,11,0,41.2
R008971,district_12,road_damage,9,Mon,12,0,97.1
R008972,district_06,lighting,11,Fri,7,0,48.5
R008973,district_02,waste,22,Sat,12,0,20.3
R008974,district_20,road_damage,17,Mon,8,0,69.6
R008975,district_03,waste,2,Sun,11,0,41.3
R008976,district_14,flooding,4,Sat,2,0,8.7
R008977,district_05,encroachment,15,Fri,9,0,52.0
R008978,district_11,road_damage,3,Tue,2,0,38.5
R008979,district_03,lighting,19,Wed,9,1,15.6
R008980,district_01,encroachment,22,Mon,4,0,51.3
R008981,district_01,flooding,5,Mon,12,0,67.8
R008982,district_13,encroachment,6,Wed,10,1,21.3
R008983,district_09,road_damage,20,Wed,8,0,50.3
R008984,district_20,road_damage,10,Thu,11,0,83.1
R008985,district_12,road_damage,8,Wed,11,0,47.4
R008986,district_01,encroachment,0,Sun,7,0,169.8
R008987,district_02,flooding,23,Mon,9,0,65.2
R008988,district_03,road_damage,17,Mon,6,1,40.0
R008989,district_05,encroachment,18,Wed,9,0,66.7
R008990,district_20,road_damage,21,Tue,3,0,78.7
R008991,district_11,lighting,20,Mon,8,0,42.4
R008992,district_15,flooding,17,Wed,6,0,42.4
R008993,district_01,waste,1,Sat,5,0,132.3
R008994,district_13,lighting,18,Thu,9,0,80.9
R008995,district_06,lighting,19,Fri,2,0,51.7
R008996,district_05,flooding,0,Wed,9,0,25.4
R008997,district_17,lighting,7,Tue,2,0,40.3
R008998,district_16,flooding,3,Tue,12,0,18.5
R008999,district_18,encroachment,2,Sun,5,0,8.9
R009000,district_18,lighting,21,Wed,7,0,16.4
R009001,district_10,waste,10,Wed,8,0,12.4
R009002,district_14,lighting,0,Sun,2,0,50.6
R009003,district_02,lighting,15,Wed,8,0,13.5
R009004,district_13,flooding,8,Wed,5,1,83.0
R009005,district_03,road_damage,21,Sat,3,1,59.4
R009006,district_21,waste,23,Sun,11,0,20.5
R009007,district_24,waste,12,Fri,8,0,7.2
R009008,district_07,flooding,20,Fri,7,0,85.8
R009009,district_16,waste,2,Sun,10,0,111.0
R009010,district_03,road_damage,15,Wed,11,0,35.6
R009011,district_15,flooding,2,Tue,8,0,25.4
R009012,district_21,lighting,15,Thu,12,1,47.2
R009013,district_08,encroachment,15,Fri,12,0,44.0
R009014,district_21,waste,2,Wed,3,0,57.5
R009015,district_05,lighting,17,Mon,1,0,17.3
R009016,district_23,waste,5,Tue,1,0,66.3
R009017,district_19,road_damage,21,Fri,11,0,34.2
R009018,district_16,waste,22,Sun,9,0,38.9
R009019,district_08,road_damage,11,Fri,7,0,83.9
R009020,district_09,encroachment,1,Fri,5,0,85.6
R009021,district_03,flooding,14,Mon,12,0,82.4
R009022,district_24,road_damage,15,Sat,3,0,62.3
R009023,district_16,road_damage,20,Wed,1,0,81.6
R009024,district_03,waste,6,Wed,11,0,46.7
R009025,district_21,lighting,11,Thu,12,0,70.2
R009026,district_14,road_damage,12,Fri,5,0,15.8
R009027,district_06,waste,1,Sat,9,0,39.1
R009028,district_15,lighting,6,Sat,10,0,63.1
R009029,district_05,lighting,14,Sat,12,0,20.5
R009030,district_09,waste,5,Tue,5,0,22.8
R009031,district_15,encroachment,13,Fri,3,0,34.3
R009032,district_03,encroachment,19,Wed,1,0,52.1
R009033,district_09,lighting,0,Wed,5,0,38.3
R009034,district_16,lighting,15,Wed,1,0,81.6
R009035,district_10,flooding,8,Mon,10,0,24.3
R009036,district_18,lighting,16,Mon,1,1,43.6
R009037,district_11,waste,1,Sun,5,0,33.6
R009038,district_11,waste,6,Tue,10,0,100.3
R009039,district_02,waste,5,Wed,11,1,60.4
R009040,district_05,flooding,22,Wed,6,0,8.3
R009041,district_17,road_damage,6,Fri,12,0,34.3
R009042,district_21,encroachment,13,Mon,8,0,32.8
R009043,district_14,waste,6,Sat,2,0,27.3
R009044,district_19,encroachment,6,Thu,5,0,32.7
R009045,district_10,waste,16,Tue,6,0,86.5
R009046,district_07,encroachment,15,Tue,7,0,84.7
R009047,district_16,waste,11,Sun,6,0,24.3
R009048,district_21,road_damage,16,Fri,1,0,127.2
R009049,district_23,lighting,9,Sun,10,0,61.5
R009050,district_13,road_damage,18,Wed,12,0,59.8
R009051,district_06,waste,1,Thu,7,0,135.0
R009052,district_01,lighting,3,Thu,5,0,109.6
R009053,district_17,flooding,8,Fri,10,0,36.7
R009054,district_21,flooding,3,Mon,3,0,66.2
R009055,district_17,road_damage,10,Wed,8,0,47.3
R009056,district_22,waste,7,Thu,3,0,52.7
R009057,district_12,lighting,2,Wed,2,0,19.0
R009058,district_17,road_damage,1,Fri,12,0,13.9
R009059,district_20,lighting,23,Thu,10,0,50.7
R009060,district_05,road_damage,4,Tue,9,0,114.2
R009061,district_17,flooding,15,Tue,5,0,64.8
R009062,district_11,flooding,7,Mon,4,0,83.5
R009063,district_10,flooding,4,Wed,10,0,49.8
R009064,district_23,flooding,14,Sat,7,0,35.7
R009065,district_20,flooding,3,Mon,12,1,88.9
R009066,district_22,flooding,23,Thu,3,0,23.1
R009067,district_20,waste,20,Mon,11,0,94.0
R009068,district_21,flooding,7,Sat,1,0,93.1
R009069,district_06,road_damage,4,Wed,12,0,39.9
R009070,district_24,waste,15,Thu,5,0,47.1
R009071,district_20,road_damage,12,Fri,4,0,41.7
R009072,district_15,waste,2,Sun,2,0,82.2
R009073,district_09,flooding,6,Wed,11,0,176.0
R009074,district_11,lighting,3,Thu,10,0,107.8
R009075,district_18,encroachment,18,Thu,1,0,43.1
R009076,district_09,road_damage,7,Fri,10,0,83.0
R009077,district_01,road_damage,13,Sat,6,1,66.0
R009078,district_24,flooding,9,Tue,2,0,27.2
R009079,district_21,waste,1,Fri,3,0,40.1
R009080,district_16,flooding,18,Mon,8,1,64.4
R009081,district_02,waste,23,Sat,5,0,39.6
R009082,district_17,encroachment,7,Sun,11,0,3.9
R009083,district_05,road_damage,6,Tue,5,0,14.7
R009084,district_20,lighting,10,Sun,6,0,31.6
R009085,district_20,encroachment,4,Sun,8,0,156.8
R009086,district_09,road_damage,5,Mon,2,0,51.4
R009087,district_09,road_damage,5,Sat,8,0,33.6
R009088,district_02,lighting,15,Thu,7,0,72.7
R009089,district_05,waste,1,Fri,6,0,88.6
R009090,district_14,encroachment,4,Wed,5,0,122.3
R009091,district_19,waste,22,Fri,8,0,76.4
R009092,district_15,road_damage,12,Sat,3,0,85.5
R009093,district_01,waste,9,Mon,2,0,38.8
R009094,district_04,road_damage,10,Fri,7,0,86.9
R009095,district_14,flooding,10,Mon,7,0,21.3
R009096,district_05,waste,1,Wed,2,0,89.9
R009097,district_18,waste,11,Sat,11,0,13.6
R009098,district_09,encroachment,12,Sun,12,0,86.4
R009099,district_15,waste,5,Mon,2,0,56.6
R009100,district_03,flooding,22,Wed,8,0,23.7
R009101,district_14,encroachment,11,Sun,9,0,63.9
R009102,district_10,waste,12,Thu,4,0,79.6
R009103,district_15,waste,11,Sat,11,0,139.2
R009104,district_07,road_damage,23,Thu,8,0,17.5
R009105,district_05,road_damage,19,Sat,7,0,37.4
R009106,district_03,encroachment,21,Tue,11,0,41.7
R009107,district_17,waste,1,Thu,3,0,40.2
R009108,district_17,waste,9,Tue,10,0,57.0
R009109,district_06,road_damage,8,Wed,5,0,34.3
R009110,district_12,waste,10,Thu,10,0,4.9
R009111,district_04,waste,0,Mon,2,0,52.7
R009112,district_23,road_damage,20,Thu,4,0,166.9
R009113,district_16,encroachment,6,Sun,2,0,81.0
R009114,district_14,road_damage,2,Sun,11,0,15.1
R009115,district_12,flooding,14,Fri,8,0,8.8
R009116,district_23,waste,3,Sat,9,0,65.4
R009117,district_04,encroachment,23,Wed,10,0,79.9
R009118,district_07,waste,23,Sun,1,0,9.3
R009119,district_14,road_damage,15,Wed,5,0,19.7
R009120,district_05,encroachment,8,Sun,4,0,17.0
R009121,district_21,road_damage,11,Thu,2,0,43.3
R009122,district_21,waste,19,Sun,4,0,22.5
R009123,district_13,waste,22,Tue,5,1,60.9
R009124,district_06,road_damage,6,Mon,12,0,78.2
R009125,district_11,waste,9,Tue,5,0,143.7
R009126,district_09,road_damage,5,Sat,10,0,9.3
R009127,district_21,waste,17,Sun,10,0,98.6
R009128,district_11,lighting,23,Mon,3,0,39.1
R009129,district_20,waste,4,Mon,8,0,25.9
R009130,district_05,lighting,16,Mon,9,0,108.9
R009131,district_10,waste,12,Sun,7,0,47.0
R009132,district_15,road_damage,11,Tue,4,0,61.2
R009133,district_16,flooding,6,Tue,6,0,83.8
R009134,district_21,waste,13,Thu,9,0,62.3
R009135,district_05,road_damage,2,Sun,6,0,5.0
R009136,district_08,flooding,23,Fri,12,0,49.8
R009137,district_21,flooding,9,Fri,9,0,65.7
R009138,district_15,waste,13,Thu,5,0,54.5
R009139,district_05,road_damage,15,Wed,4,0,31.2
R009140,district_11,road_damage,18,Thu,1,1,65.3
R009141,district_21,road_damage,8,Mon,2,0,89.8
R009142,district_20,waste,11,Tue,8,0,160.2
R009143,district_17,road_damage,13,Thu,3,0,42.3
R009144,district_13,lighting,5,Sun,12,0,48.3
R009145,district_04,flooding,9,Tue,1,0,72.0
R009146,district_07,encroachment,6,Tue,8,0,70.5
R009147,district_17,road_damage,20,Tue,8,0,50.3
R009148,district_10,lighting,8,Mon,5,0,100.8
R009149,district_05,road_damage,23,Thu,4,0,10.7
R009150,district_09,waste,23,Tue,1,0,26.9
R009151,district_18,encroachment,19,Sun,2,0,32.4
R009152,district_14,lighting,19,Wed,5,0,10.2
R009153,district_07,waste,22,Sun,10,0,66.7
R009154,district_02,waste,20,Sat,12,0,83.9
R009155,district_07,waste,0,Thu,6,0,54.6
R009156,district_09,road_damage,12,Sun,10,0,58.3
R009157,district_11,waste,9,Thu,12,0,37.4
R009158,district_23,road_damage,8,Sat,4,0,27.9
R009159,district_07,road_damage,2,Thu,9,0,22.3
R009160,district_03,road_damage,0,Thu,8,0,11.9
R009161,district_05,road_damage,4,Mon,7,1,65.4
R009162,district_08,waste,1,Sat,2,0,19.3
R009163,district_02,flooding,15,Sun,5,0,15.1
R009164,district_21,waste,19,Thu,5,0,79.2
R009165,district_10,waste,13,Mon,8,0,75.0
R009166,district_10,lighting,12,Wed,8,0,44.0
R009167,district_01,waste,0,Wed,12,0,32.2
R009168,district_04,flooding,2,Sat,12,0,11.8
R009169,district_09,road_damage,0,Wed,6,0,82.7
R009170,district_19,road_damage,20,Tue,2,0,83.7
R009171,district_18,road_damage,15,Sat,8,0,42.4
R009172,district_17,road_damage,12,Wed,9,0,17.4
R009173,district_18,lighting,0,Fri,10,0,42.8
R009174,district_17,road_damage,17,Thu,11,0,135.5
R009175,district_05,flooding,6,Thu,12,0,49.6
R009176,district_13,road_damage,20,Sat,12,0,10.9
R009177,district_20,encroachment,11,Sat,12,0,166.3
R009178,district_20,waste,23,Sun,9,0,25.5
R009179,district_05,encroachment,6,Sun,10,0,117.1
R009180,district_20,waste,6,Sat,12,0,133.5
R009181,district_12,lighting,0,Sun,6,0,50.5
R009182,district_16,lighting,5,Sun,12,0,7.4
R009183,district_06,road_damage,9,Wed,3,0,89.9
R009184,district_21,waste,21,Sun,9,0,4.8
R009185,district_07,lighting,22,Fri,4,0,80.3
R009186,district_19,lighting,3,Fri,5,0,84.7
R009187,district_16,flooding,18,Sat,11,0,88.7
R009188,district_09,road_damage,2,Sat,7,0,80.5
R009189,district_07,road_damage,0,Thu,8,0,8.2
R009190,district_01,road_damage,20,Sun,11,0,55.9
R009191,district_13,road_damage,17,Sat,12,0,87.8
R009192,district_22,waste,7,Fri,2,0,23.1
R009193,district_11,waste,6,Fri,3,0,43.6
R009194,district_12,waste,12,Thu,12,0,69.1
R009195,district_18,encroachment,14,Sun,8,0,42.3
R009196,district_03,waste,13,Wed,6,0,29.9
R009197,district_13,encroachment,0,Thu,1,0,28.1
R009198,district_12,road_damage,13,Mon,6,0,48.2
R009199,district_03,waste,18,Wed,9,0,15.9
R009200,district_03,waste,10,Sat,3,0,55.3
R009201,district_22,waste,12,Tue,11,1,16.0
R009202,district_04,waste,16,Thu,11,0,40.7
R009203,district_13,road_damage,16,Thu,7,0,58.0
R009204,district_10,flooding,3,Tue,12,0,43.4
R009205,district_06,road_damage,0,Thu,11,0,7.3
R009206,district_19,encroachment,15,Wed,12,0,92.8
R009207,district_12,waste,8,Wed,8,0,69.1
R009208,district_08,encroachment,13,Fri,1,0,81.8
R009209,district_06,lighting,4,Thu,11,0,30.3
R009210,district_11,lighting,21,Sun,10,0,60.6
R009211,district_15,encroachment,13,Wed,2,0,40.7
R009212,district_05,flooding,0,Sun,1,0,53.4
R009213,district_04,road_damage,5,Fri,4,0,113.7
R009214,district_15,waste,7,Wed,8,0,30.5
R009215,district_21,road_damage,1,Mon,7,0,69.9
R009216,district_17,road_damage,16,Fri,7,0,52.3
R009217,district_10,lighting,19,Thu,9,0,87.6
R009218,district_11,waste,7,Wed,9,0,34.0
R009219,district_18,encroachment,13,Wed,8,0,21.6
R009220,district_19,waste,6,Mon,7,0,23.0
R009221,district_11,encroachment,15,Sat,1,0,25.2
R009222,district_17,road_damage,15,Sun,5,0,137.9
R009223,district_20,flooding,22,Sun,1,1,13.5
R009224,district_15,lighting,18,Thu,10,0,69.2
R009225,district_10,road_damage,11,Thu,4,0,136.2
R009226,district_06,encroachment,21,Mon,2,0,53.8
R009227,district_11,road_damage,3,Fri,5,0,47.2
R009228,district_24,road_damage,0,Thu,2,0,159.0
R009229,district_12,road_damage,6,Mon,8,0,45.7
R009230,district_12,waste,11,Sun,11,0,34.9
R009231,district_13,waste,23,Wed,1,0,132.2
R009232,district_18,flooding,9,Sun,4,0,78.1
R009233,district_07,road_damage,5,Fri,4,0,62.4
R009234,district_11,road_damage,0,Fri,6,1,42.2
R009235,district_06,road_damage,13,Sat,9,0,111.3
R009236,district_13,waste,11,Sat,11,0,68.5
R009237,district_20,waste,4,Tue,8,0,63.7
R009238,district_13,waste,14,Wed,1,0,86.3
R009239,district_23,road_damage,0,Wed,6,0,34.8
R009240,district_23,road_damage,2,Mon,2,0,58.7
R009241,district_08,lighting,18,Mon,8,0,18.0
R009242,district_03,road_damage,18,Sat,9,0,15.8
R009243,district_07,waste,19,Tue,1,1,54.6
R009244,district_17,waste,19,Wed,2,0,80.3
R009245,district_06,flooding,11,Mon,9,0,94.8
R009246,district_23,waste,3,Mon,6,0,41.6
R009247,district_22,lighting,6,Wed,6,0,6.5
R009248,district_09,lighting,10,Wed,11,0,173.8
R009249,district_08,waste,17,Sun,3,0,74.5
R009250,district_20,encroachment,5,Thu,7,0,47.8
R009251,district_11,encroachment,17,Tue,5,0,16.2
R009252,district_06,flooding,16,Sat,10,0,19.6
R009253,district_01,waste,22,Mon,11,0,55.6
R009254,district_06,encroachment,4,Mon,2,0,88.2
R009255,district_18,encroachment,1,Sun,3,0,76.3
R009256,district_04,waste,7,Mon,3,0,32.5
R009257,district_02,waste,14,Sun,3,0,87.6
R009258,district_16,waste,4,Sat,1,0,106.2
R009259,district_10,lighting,20,Tue,5,0,60.8
R009260,district_04,waste,5,Fri,12,0,41.8
R009261,district_15,lighting,11,Mon,4,0,16.7
R009262,district_07,lighting,0,Sat,2,0,35.3
R009263,district_14,flooding,15,Fri,4,0,56.4
R009264,district_06,lighting,6,Mon,5,0,75.1
R009265,district_21,flooding,9,Sun,2,0,15.2
R009266,district_08,lighting,16,Sun,6,1,46.8
R009267,district_09,flooding,22,Thu,7,0,29.6
R009268,district_11,road_damage,10,Sat,9,0,17.4
R009269,district_13,road_damage,18,Sat,5,0,46.8
R009270,district_10,waste,2,Sun,3,0,94.7
R009271,district_16,road_damage,9,Tue,12,0,43.3
R009272,district_16,road_damage,11,Sat,6,0,43.9
R009273,district_12,encroachment,7,Wed,7,0,68.1
R009274,district_09,road_damage,2,Sat,2,0,78.5
R009275,district_13,road_damage,14,Thu,8,0,38.2
R009276,district_15,road_damage,0,Sat,5,0,33.8
R009277,district_01,waste,9,Wed,7,0,81.9
R009278,district_15,road_damage,6,Sat,4,0,55.2
R009279,district_08,road_damage,14,Thu,9,0,65.0
R009280,district_19,lighting,20,Sun,4,1,31.7
R009281,district_04,road_damage,11,Tue,11,0,24.0
R009282,district_08,lighting,16,Sun,9,1,46.9
R009283,district_08,road_damage,12,Tue,11,0,52.5
R009284,district_02,flooding,10,Fri,10,0,61.9
R009285,district_05,waste,18,Mon,8,0,27.5
R009286,district_10,lighting,13,Sun,8,0,41.5
R009287,district_11,waste,2,Sat,4,0,46.1
R009288,district_18,waste,5,Sat,5,1,7.2
R009289,district_03,road_damage,5,Sun,2,0,52.3
R009290,district_18,lighting,12,Fri,5,0,119.1
R009291,district_17,waste,8,Fri,1,0,15.8
R009292,district_06,encroachment,0,Sat,4,0,29.9
R009293,district_16,road_damage,1,Sun,1,0,28.8
R009294,district_15,encroachment,5,Mon,6,0,26.3
R009295,district_12,road_damage,13,Wed,1,0,25.6
R009296,district_01,road_damage,19,Sat,11,0,32.3
R009297,district_19,road_damage,3,Wed,1,0,25.1
R009298,district_16,road_damage,14,Fri,3,0,150.1
R009299,district_10,waste,9,Fri,10,0,8.7
R009300,district_13,waste,7,Thu,4,0,111.0
R009301,district_12,lighting,16,Wed,6,0,40.0
R009302,district_18,lighting,3,Tue,4,0,10.9
R009303,district_21,waste,16,Thu,11,0,30.5
R009304,district_23,lighting,15,Fri,1,0,39.8
R009305,district_03,lighting,1,Sun,4,0,129.1
R009306,district_11,encroachment,17,Mon,2,0,65.4
R009307,district_24,flooding,4,Sat,10,0,56.2
R009308,district_11,encroachment,7,Wed,12,0,44.1
R009309,district_09,flooding,2,Thu,2,0,71.3
R009310,district_01,flooding,14,Thu,7,0,37.6
R009311,district_07,encroachment,3,Wed,9,0,34.9
R009312,district_18,encroachment,4,Fri,7,0,91.3
R009313,district_24,waste,3,Tue,5,0,12.3
R009314,district_23,lighting,14,Sat,5,0,38.2
R009315,district_17,road_damage,8,Thu,4,0,54.2
